# tau vacf_xx vacf_yy vacf_zz
4.948000000000000000e+03 -3.568047834293933059e-12 6.174654666557096554e-13 -3.336405647890039902e-13
4.949000000000000000e+03 -4.220398017625687001e-12 -4.559338448545827138e-12 -1.395210058019559052e-13
4.950000000000000000e+03 -3.346362505699379555e-12 -7.073174231526105113e-12 1.809513952113090558e-14
4.951000000000000000e+03 -1.593082033994087949e-12 -5.402984010689006350e-12 2.023371628028987344e-13
4.952000000000000000e+03 -5.417466100039280031e-14 -5.199260980182405040e-13 3.343932391845830067e-13
4.953000000000000000e+03 6.085963624632808066e-13 4.878302431351069429e-12 4.034442228405863560e-13
4.954000000000000000e+03 5.775335493103581505e-13 8.025610124882382269e-12 4.735031337257090047e-13
4.955000000000000000e+03 4.298965396505293257e-13 7.515025265960394406e-12 5.750169945546274088e-13
4.956000000000000000e+03 5.576154523276824064e-13 3.932358015244165302e-12 6.722456960880410731e-13
4.957000000000000000e+03 9.855369733687860286e-13 -6.486964069171445880e-13 7.435399393442371870e-13
4.958000000000000000e+03 1.376414657381705106e-12 -4.001772437624915597e-12 8.163301877878905826e-13
4.959000000000000000e+03 1.293534307120001451e-12 -4.925098456211756835e-12 8.976701689133252038e-13
4.960000000000000000e+03 7.236058313894094178e-13 -3.644596736440187134e-12 9.662505916946667968e-13
4.961000000000000000e+03 1.588193236902603863e-13 -1.322592980070510549e-12 1.010629535116359352e-12
4.962000000000000000e+03 6.952915257309284050e-14 8.768411684546261382e-13 1.013368225171636481e-12
4.963000000000000000e+03 4.583210618419029174e-13 2.281595939776033065e-12 9.913907409589889174e-13
4.964000000000000000e+03 9.670073336962247097e-13 2.669323271417102368e-12 9.490915563999180422e-13
4.965000000000000000e+03 1.164054313031736919e-12 2.257855852864632142e-12 7.175299289865084383e-13
4.966000000000000000e+03 8.280493235416670544e-13 1.562312122742672222e-12 1.507505273413952720e-13
4.967000000000000000e+03 3.422931951589639645e-13 9.515520097389495420e-13 -5.243958282512818453e-13
4.968000000000000000e+03 5.220423261265032623e-13 4.294532406383732804e-13 -9.352980494358720597e-13
4.969000000000000000e+03 1.704120679790976186e-12 -1.521895277149918402e-13 -9.521063423355542508e-13
4.970000000000000000e+03 3.315858070123362423e-12 -8.682287247304292885e-13 -6.113101911623247486e-13
4.971000000000000000e+03 4.429237676777119683e-12 -1.637897348840491098e-12 3.886257316372824514e-15
4.972000000000000000e+03 4.439711671531053745e-12 -2.096578220900629526e-12 7.144559777172765649e-13
4.973000000000000000e+03 3.379713279196132370e-12 -1.773943110124413811e-12 1.365904185699780802e-12
4.974000000000000000e+03 1.901804448881981370e-12 -7.554100193591185768e-13 1.964028794923272469e-12
4.975000000000000000e+03 8.227882117171973940e-13 1.824223057550333651e-13 2.424207341471160335e-12
4.976000000000000000e+03 4.536225007574556776e-13 4.256419381186785406e-13 2.380226744309335840e-12
4.977000000000000000e+03 3.942916743427390538e-13 1.801624247690114529e-13 1.586305989441201692e-12
4.978000000000000000e+03 -2.584180131396471327e-14 7.977410881655782665e-14 3.273524381469561699e-13
4.979000000000000000e+03 -1.031488566849843411e-12 4.984455930544444444e-13 -7.539393077575435526e-13
4.980000000000000000e+03 -1.921434091073412329e-12 1.332354391489770360e-12 -1.061075853786357847e-12
4.981000000000000000e+03 -1.516193627426466974e-12 2.005722233789683522e-12 -4.063766135248273970e-13
4.982000000000000000e+03 5.462749634418017647e-13 1.668225135761050138e-12 6.508611575367834225e-13
4.983000000000000000e+03 3.102448162204924039e-12 -1.436793616899370736e-13 1.072695594162707937e-12
4.984000000000000000e+03 4.405117609395121378e-12 -2.807683197125733000e-12 3.772094286717852047e-13
4.985000000000000000e+03 3.632206060177839143e-12 -4.721373123264644032e-12 -7.915564505744052257e-13
4.986000000000000000e+03 1.358514673536428616e-12 -4.482604542329255806e-12 -1.255100711647068323e-12
4.987000000000000000e+03 -9.664494668172527987e-13 -2.173350807622854946e-12 -2.273619581450933217e-13
4.988000000000000000e+03 -1.974722753532707716e-12 6.939808565171151455e-13 2.116624565699655506e-12
4.989000000000000000e+03 -1.385489165261691823e-12 2.417817787310890504e-12 4.532388451447258455e-12
4.990000000000000000e+03 -1.997217981327339107e-13 2.229984754954709351e-12 5.422099948330166762e-12
4.991000000000000000e+03 2.058604792890321623e-13 6.693888116605835963e-13 4.138494143733467533e-12
4.992000000000000000e+03 -7.716225744075141854e-13 -8.615120617739095124e-13 1.569947479846596356e-12
4.993000000000000000e+03 -2.391675784631622136e-12 -1.247565720563216109e-12 -7.383684945800886209e-13
4.994000000000000000e+03 -2.969635105732388156e-12 -5.343087463833520519e-13 -1.858063861383601492e-12
4.995000000000000000e+03 -1.346761984378914005e-12 4.086333733442170341e-13 -1.842762105980253009e-12
4.996000000000000000e+03 1.805692792583048842e-12 8.638527139434571799e-13 -1.254895114810102032e-12
4.997000000000000000e+03 4.483126056196000664e-12 6.624032821820417703e-13 -4.974632642416771948e-13
4.998000000000000000e+03 4.996989710050374825e-12 -7.660034409481582805e-14 4.340510716855659625e-13
4.999000000000000000e+03 3.046282601930816161e-12 -1.149873488019407043e-12 1.617978738834150660e-12
5.000000000000000000e+03 -2.982363700626010067e-13 -2.266196672294693968e-12 2.840508002314765623e-12
5.001000000000000000e+03 -3.325220256137225746e-12 -3.050115180169831143e-12 3.611954610136415420e-12
5.002000000000000000e+03 -4.531010836367380700e-12 -3.076562042707579699e-12 3.471109615753256030e-12
5.003000000000000000e+03 -3.336379444529184597e-12 -2.058539578043079120e-12 2.383770607437070616e-12
5.004000000000000000e+03 -5.008524923255939321e-13 -2.402628241511970187e-13 8.735722028651971726e-13
5.005000000000000000e+03 2.288464064756708702e-12 1.601621399689066923e-12 -4.069365963323202278e-13
5.006000000000000000e+03 3.568937680051512239e-12 2.697274185774837154e-12 -1.246188004475751329e-12
5.007000000000000000e+03 3.001213594803175147e-12 2.739807674386631526e-12 -1.852840422308466421e-12
5.008000000000000000e+03 1.355193880670547483e-12 1.890128833985586126e-12 -2.255198654561658691e-12
5.009000000000000000e+03 -1.671313986164353781e-13 4.869253666141952010e-13 -2.057524591205003077e-12
5.010000000000000000e+03 -7.026933202608199484e-13 -1.168509266193051863e-12 -1.011714448391161054e-12
5.011000000000000000e+03 -1.996975343324074814e-13 -2.832026306171392082e-12 4.643383947896376920e-13
5.012000000000000000e+03 6.113134836656893323e-13 -4.133519291205511391e-12 1.463213584528210704e-12
5.013000000000000000e+03 8.409688579077117976e-13 -4.438824418870928099e-12 1.186551006101094770e-12
5.014000000000000000e+03 2.278494781131803495e-13 -3.170902806370378158e-12 -3.405676765148281672e-13
5.015000000000000000e+03 -7.094353322098896705e-13 -4.483468537070265781e-13 -2.053660630438222109e-12
5.016000000000000000e+03 -1.205917210412860929e-12 2.623842768221893685e-12 -2.646025897019678998e-12
5.017000000000000000e+03 -8.403419048766689670e-13 4.453575109191773634e-12 -1.656745823826606735e-12
5.018000000000000000e+03 2.457158857262571709e-13 3.945313713863833019e-12 1.576302814520417087e-13
5.019000000000000000e+03 1.494859932060926104e-12 1.260525143346481370e-12 1.352954291030758302e-12
5.020000000000000000e+03 2.276316374192280009e-12 -2.188312632649330392e-12 8.017606241133568608e-13
5.021000000000000000e+03 2.258490024008628899e-12 -4.579093634951699789e-12 -1.555110823576965706e-12
5.022000000000000000e+03 1.507145213434225133e-12 -4.761976287145390487e-12 -4.531775327526362294e-12
5.023000000000000000e+03 2.239344656965178157e-13 -2.836063841678593870e-12 -6.233802564804787537e-12
5.024000000000000000e+03 -1.398626047142694618e-12 -7.936068812448620594e-14 -5.347330611721378631e-12
5.025000000000000000e+03 -2.976948386807855038e-12 1.720135025443566854e-12 -2.176535526346961618e-12
5.026000000000000000e+03 -3.931382647663577944e-12 1.461637361086904006e-12 1.627653948148316107e-12
5.027000000000000000e+03 -3.816696722730675036e-12 -3.627123824119736227e-13 4.200238215499921207e-12
5.028000000000000000e+03 -2.632771579704758562e-12 -2.116090471215798134e-12 4.421387663398349921e-12
5.029000000000000000e+03 -9.280863266945277864e-13 -2.483006468526900059e-12 2.394758753979588416e-12
5.030000000000000000e+03 5.560152064659382122e-13 -1.401582716948206277e-12 -7.077376935149408092e-13
5.031000000000000000e+03 1.456063746579249609e-12 1.922184879728709926e-13 -3.409378420627612198e-12
5.032000000000000000e+03 1.853065114065820896e-12 1.169950077613570366e-12 -4.675486822285287830e-12
5.033000000000000000e+03 1.942075618850504298e-12 9.122600575530675795e-13 -4.271925151963138681e-12
5.034000000000000000e+03 1.819887279981545268e-12 -3.238832399184701542e-13 -2.696867447670483842e-12
5.035000000000000000e+03 1.414580009359852378e-12 -1.615936418395809210e-12 -7.367848060625198621e-13
5.036000000000000000e+03 4.870525662342984891e-13 -2.186957980258670130e-12 9.616549862243383548e-13
5.037000000000000000e+03 -9.966590429473536629e-13 -2.084579773189011904e-12 1.969584831001075521e-12
5.038000000000000000e+03 -2.409786231718354287e-12 -1.903675297486723927e-12 2.013000760591312686e-12
5.039000000000000000e+03 -2.820829321009664793e-12 -1.882788372335054458e-12 1.041684153600170969e-12
5.040000000000000000e+03 -1.840863016332000234e-12 -1.618444646071909483e-12 -5.339366112149269639e-13
5.041000000000000000e+03 2.413012927396679735e-14 -7.161490863532055747e-13 -1.772588215365885777e-12
5.042000000000000000e+03 1.712872499701818131e-12 5.924094287679127724e-13 -1.832201818659679640e-12
5.043000000000000000e+03 2.374310769583105422e-12 1.560994454410407412e-12 -8.154643086345074557e-13
5.044000000000000000e+03 2.025807771402904290e-12 1.490193710934386063e-12 3.311614248552759966e-13
5.045000000000000000e+03 1.469987408553564919e-12 2.143557111752652319e-13 6.459353066885661613e-13
5.046000000000000000e+03 1.481812765983012700e-12 -1.717056586876305420e-12 -2.375338330145999942e-13
5.047000000000000000e+03 1.977778174801430444e-12 -3.213815271160149473e-12 -1.788042577627399260e-12
5.048000000000000000e+03 2.090465332069753363e-12 -3.329471883103492058e-12 -2.791165212132423406e-12
5.049000000000000000e+03 1.183403317761476843e-12 -2.057560342426280764e-12 -2.335412137532327559e-12
5.050000000000000000e+03 -4.740672311887315192e-13 -4.263843376887477589e-13 -6.560568100210845125e-13
5.051000000000000000e+03 -2.042422913323355872e-12 3.450452090080682441e-13 1.072599451779921001e-12
5.052000000000000000e+03 -2.665832626923866263e-12 -1.213252899850590768e-13 1.703390102864944426e-12
5.053000000000000000e+03 -1.670694636191870078e-12 -1.093855599070781964e-12 9.076806387121240246e-13
5.054000000000000000e+03 1.041402014099812678e-12 -1.402709901779424563e-12 -7.784227585070379359e-13
5.055000000000000000e+03 4.431369106449317830e-12 -4.477390491087744595e-13 -2.382084174953130475e-12
5.056000000000000000e+03 6.640166094181120976e-12 1.401161723770489365e-12 -3.008673387432032935e-12
5.057000000000000000e+03 6.252339765514071525e-12 3.137612863646141167e-12 -2.482099118365745315e-12
5.058000000000000000e+03 3.264265539248268068e-12 3.739366872636832497e-12 -1.453331634999831214e-12
5.059000000000000000e+03 -9.851676134105307387e-13 2.765690178980798824e-12 -5.905987809997279137e-13
5.060000000000000000e+03 -4.506957128248164155e-12 6.237522470724457780e-13 -5.796018039191672589e-15
5.061000000000000000e+03 -5.574715133897223646e-12 -1.704767851641575656e-12 4.806143246624837351e-13
5.062000000000000000e+03 -3.671310334831400059e-12 -3.290977764437003448e-12 9.137443637247232879e-13
5.063000000000000000e+03 1.708353775034832658e-13 -3.655458155513718178e-12 1.125989392392869634e-12
5.064000000000000000e+03 4.008981892557309591e-12 -2.774731661003545032e-12 7.958621268959701791e-13
5.065000000000000000e+03 6.014846922800080248e-12 -9.938107515005183660e-13 -3.421515232803971588e-13
5.066000000000000000e+03 5.203192904029479718e-12 1.102569396177629563e-12 -2.066280330515777389e-12
5.067000000000000000e+03 1.922736033687729412e-12 2.940051727953709662e-12 -3.552201257438310652e-12
5.068000000000000000e+03 -2.031599533806479109e-12 4.037091697231000266e-12 -3.836866092852387417e-12
5.069000000000000000e+03 -4.405921369807152629e-12 3.944608116984816783e-12 -2.463939168689462158e-12
5.070000000000000000e+03 -4.102651000509770514e-12 2.424676284518832592e-12 9.695275482635497415e-14
5.071000000000000000e+03 -1.734838953699281862e-12 -1.534360580216158398e-13 2.508247356635953496e-12
5.072000000000000000e+03 1.170252133518200129e-12 -2.636215194164427283e-12 3.374487170978502799e-12
5.073000000000000000e+03 3.115611009552358516e-12 -3.684222595351925234e-12 2.351929990378375727e-12
5.074000000000000000e+03 3.241223289060460550e-12 -2.860168303767204821e-12 3.138909838449108174e-13
5.075000000000000000e+03 1.656192206228986558e-12 -9.599952241292876133e-13 -1.546428237145046316e-12
5.076000000000000000e+03 -7.057186575057055857e-13 8.136833236277339434e-13 -2.524267146215215798e-12
5.077000000000000000e+03 -2.706945371429808553e-12 1.817971601462032940e-12 -2.528831049679951825e-12
5.078000000000000000e+03 -3.618078764049729704e-12 2.128798585428112463e-12 -1.773660840922658114e-12
5.079000000000000000e+03 -3.251184463163514404e-12 2.042224173498090568e-12 -5.517514745978591476e-13
5.080000000000000000e+03 -1.808594319391611790e-12 1.621220256929087797e-12 6.542754840218559103e-13
5.081000000000000000e+03 2.234752800470104196e-13 6.262459661784435821e-13 1.178434810352495352e-12
5.082000000000000000e+03 2.197019337415082604e-12 -1.068146132097715165e-12 6.560416874886948930e-13
5.083000000000000000e+03 3.324015215654835625e-12 -2.865977843703442049e-12 -5.195336940286754725e-13
5.084000000000000000e+03 2.832909507450566033e-12 -3.570894225023575414e-12 -1.455573876766334179e-12
5.085000000000000000e+03 6.403604348069954365e-13 -2.397023307306307531e-12 -1.510703309512034310e-12
5.086000000000000000e+03 -2.218408189668805971e-12 2.536642095907855503e-13 -7.137863278823376328e-13
5.087000000000000000e+03 -4.186001430544439125e-12 3.101911538838221253e-12 4.182874723357069689e-13
5.088000000000000000e+03 -4.177040221091097703e-12 4.862141346265735223e-12 1.239043680844122349e-12
5.089000000000000000e+03 -2.187601274389617870e-12 4.789310238267801376e-12 1.241571466078599178e-12
5.090000000000000000e+03 6.740854052360710273e-13 2.914695410670325223e-12 3.443159533370799683e-13
5.091000000000000000e+03 2.772960738390541064e-12 1.002957501953270917e-13 -9.397976601644385342e-13
5.092000000000000000e+03 2.880965993978088088e-12 -2.378427175267272617e-12 -1.724585323010239405e-12
5.093000000000000000e+03 8.871605019629326264e-13 -3.547682241853551896e-12 -1.287950484375241689e-12
5.094000000000000000e+03 -2.121571988468593512e-12 -3.212489892038759118e-12 3.744097907935605139e-13
5.095000000000000000e+03 -4.282448754487434102e-12 -1.923865916243479799e-12 2.331000223486046011e-12
5.096000000000000000e+03 -3.827221557951727628e-12 -5.155751967636192666e-13 3.176676649318790750e-12
5.097000000000000000e+03 -4.483210207318291095e-13 4.939022401271707861e-13 2.030328668292870966e-12
5.098000000000000000e+03 3.905263184077990646e-12 1.138416455682469972e-12 -6.671250193504489708e-13
5.099000000000000000e+03 6.130173898239119227e-12 1.659959597827975272e-12 -3.325945092170990339e-12
5.100000000000000000e+03 4.365068628014293926e-12 2.072450512051632174e-12 -4.173962219505950978e-12
5.101000000000000000e+03 -4.627828760056112222e-13 2.156979387556222850e-12 -2.283484578362214637e-12
5.102000000000000000e+03 -5.307672704005949762e-12 1.695350865740692836e-12 1.567176259015667122e-12
5.103000000000000000e+03 -7.168016777910683121e-12 6.181372151695077629e-13 5.001625692046164350e-12
5.104000000000000000e+03 -5.017190144315777234e-12 -9.080358395418019980e-13 5.706501160339153656e-12
5.105000000000000000e+03 -3.127185917440285509e-13 -2.473060345291401758e-12 3.248107113509933335e-12
5.106000000000000000e+03 4.088581514902727436e-12 -3.534644668976228688e-12 -6.859935294502676458e-13
5.107000000000000000e+03 5.694122244373335782e-12 -3.573521138125799044e-12 -3.628483140153002179e-12
5.108000000000000000e+03 3.731371317187744040e-12 -2.381735228632936030e-12 -4.044003235470261936e-12
5.109000000000000000e+03 -4.062436413832697376e-13 -3.038883222864581566e-13 -2.204056701095236320e-12
5.110000000000000000e+03 -3.976792927704866601e-12 1.910738603954027124e-12 2.779000454980154302e-13
5.111000000000000000e+03 -4.746210324904023233e-12 3.402898775774054523e-12 1.751218529530696862e-12
5.112000000000000000e+03 -2.529236670172044370e-12 3.459110188403486304e-12 1.625711443653611822e-12
5.113000000000000000e+03 9.940482641984798773e-13 1.961180413170898170e-12 5.171686081710657922e-13
5.114000000000000000e+03 3.818528132192288186e-12 -4.258075088202615572e-13 -5.061864021760341378e-13
5.115000000000000000e+03 4.829035891268495767e-12 -2.694976371566293125e-12 -7.546888574691836802e-13
5.116000000000000000e+03 4.008693183189950961e-12 -3.935175015897007975e-12 -2.004442635902257781e-13
5.117000000000000000e+03 2.073926150870992133e-12 -3.544946177593299238e-12 5.872913582174077785e-13
5.118000000000000000e+03 -1.037285879819176344e-13 -1.623430357049215692e-12 7.453395019123346919e-13
5.119000000000000000e+03 -1.923999503874921516e-12 8.002201682664141727e-13 -1.798887399280603824e-13
5.120000000000000000e+03 -3.043770267368122508e-12 2.346927719487022846e-12 -1.645413464607055741e-12
5.121000000000000000e+03 -3.185894948642974156e-12 2.196219384306954958e-12 -2.483615430167261232e-12
5.122000000000000000e+03 -2.267478089683796857e-12 4.314496306366693386e-13 -1.922693947565798518e-12
5.123000000000000000e+03 -6.326028744299781411e-13 -2.059585849295308498e-12 -1.836509440958452486e-13
5.124000000000000000e+03 9.869024127967843103e-13 -3.817645894441412574e-12 1.803595108610709159e-12
5.125000000000000000e+03 1.808790380174882125e-12 -3.559507881714111165e-12 3.056480625799672288e-12
5.126000000000000000e+03 1.517753567419590158e-12 -1.202692270881248312e-12 2.968523045910142484e-12
5.127000000000000000e+03 5.801090108903823338e-13 1.846846023221374759e-12 1.501263375412498105e-12
5.128000000000000000e+03 -1.305986419060011758e-13 3.470661479529202927e-12 -7.691056278639263113e-13
5.129000000000000000e+03 -1.389371364321748568e-13 2.254962829016611674e-12 -2.905329988880779410e-12
5.130000000000000000e+03 3.145358116179914055e-13 -1.427397634546229319e-12 -4.104407832235415697e-12
5.131000000000000000e+03 6.536251460800418066e-13 -5.530715613779468246e-12 -4.043352546191396705e-12
5.132000000000000000e+03 4.479849609266011600e-13 -7.598599102770732581e-12 -2.802340650611319112e-12
5.133000000000000000e+03 -3.564128675592553662e-13 -6.354380341357732910e-12 -7.106336217690468098e-13
5.134000000000000000e+03 -1.439280469516680883e-12 -2.486620514459474603e-12 1.586219333294230368e-12
5.135000000000000000e+03 -2.225435142586743821e-12 1.976609760309035100e-12 3.289476480247833957e-12
5.136000000000000000e+03 -2.239366188051920713e-12 4.917819263066546947e-12 3.928395630165254212e-12
5.137000000000000000e+03 -1.636266412807322036e-12 5.032998176245387275e-12 3.550312341258412426e-12
5.138000000000000000e+03 -1.156827956874395004e-12 2.349254830854171129e-12 2.413422423673620953e-12
5.139000000000000000e+03 -1.246034364507671741e-12 -1.704656799863623341e-12 7.472163443288541976e-13
5.140000000000000000e+03 -1.456779364331833486e-12 -4.983772894450478729e-12 -1.147402270647010937e-12
5.141000000000000000e+03 -9.669488685540312878e-13 -5.933896546358555071e-12 -2.829334439320637209e-12
5.142000000000000000e+03 4.995314223247017139e-13 -4.514462235908316498e-12 -3.692492163232891905e-12
5.143000000000000000e+03 2.274019165332550719e-12 -1.942336839292304673e-12 -3.088204507959352261e-12
5.144000000000000000e+03 3.071055897946243520e-12 2.301412984728067980e-13 -8.962137618609302007e-13
5.145000000000000000e+03 1.986217968780758589e-12 9.581362368011871190e-13 2.033867255389398875e-12
5.146000000000000000e+03 -5.595122061086451804e-13 2.481348171401984641e-13 4.256057905913019770e-12
5.147000000000000000e+03 -3.046730275391537584e-12 -9.792803960479068012e-13 4.569316280353529517e-12
5.148000000000000000e+03 -4.013597701108642617e-12 -1.798206935747437248e-12 2.709095888995027061e-12
5.149000000000000000e+03 -3.027617309667696062e-12 -1.976167668856926137e-12 -4.210094619142953228e-13
5.150000000000000000e+03 -9.603333131022962374e-13 -1.727909312620266995e-12 -3.185019796263329500e-12
5.151000000000000000e+03 5.766761528854463168e-13 -1.243906662602213341e-12 -4.147755289108650807e-12
5.152000000000000000e+03 4.361713364767559365e-13 -7.078340575636820057e-13 -2.860141473232200740e-12
5.153000000000000000e+03 -1.159710703465213181e-12 -4.852008445535518175e-13 -7.171710399874095297e-14
5.154000000000000000e+03 -2.844071117506779101e-12 -9.167304342648846312e-13 2.718491100692224854e-12
5.155000000000000000e+03 -3.203671112813260786e-12 -1.827118868767049641e-12 4.088183736599325714e-12
5.156000000000000000e+03 -1.828687913273407777e-12 -2.575934437033384153e-12 3.456721619649745680e-12
5.157000000000000000e+03 4.534097793208269577e-13 -2.635718899541816432e-12 1.374215701713293519e-12
5.158000000000000000e+03 2.211974706772789058e-12 -1.903506483201310606e-12 -9.411756460488253385e-13
5.159000000000000000e+03 2.404626201405901545e-12 -7.027759486281204946e-13 -2.444453175926224954e-12
5.160000000000000000e+03 1.037095182149882376e-12 3.208237840436828159e-13 -2.695111011702884245e-12
5.161000000000000000e+03 -1.042861632787441178e-12 6.261960570399724724e-13 -1.852364094178338330e-12
5.162000000000000000e+03 -2.865281386511749872e-12 1.917244229037829586e-13 -6.373525081813131872e-13
5.163000000000000000e+03 -3.803193970077817686e-12 -6.038185792444407623e-13 6.584268944598348661e-14
5.164000000000000000e+03 -3.608706597233249210e-12 -1.345964823912966748e-12 -2.384683587421011351e-14
5.165000000000000000e+03 -2.255267933030045583e-12 -1.739218629669743083e-12 -3.727443173907758522e-13
5.166000000000000000e+03 -5.721897633910698364e-14 -1.637318207399492779e-12 -3.393557984317264246e-13
5.167000000000000000e+03 2.064428108491251763e-12 -1.107159883716374738e-12 1.037668168474304588e-13
5.168000000000000000e+03 2.966664661690222157e-12 -3.635735658730791834e-13 5.829781232596559492e-13
5.169000000000000000e+03 2.121173970984715673e-12 3.687940179290507921e-13 9.370978986558528253e-13
5.170000000000000000e+03 -7.944010994671893916e-15 8.643882948136330380e-13 1.257875068226959187e-12
5.171000000000000000e+03 -2.140267812848178896e-12 9.957215505877972577e-13 1.514302658554700718e-12
5.172000000000000000e+03 -2.906386275166354148e-12 8.778044796655796802e-13 1.328602573926388920e-12
5.173000000000000000e+03 -1.923423692781420585e-12 7.181012583277717343e-13 1.593999426115262664e-13
5.174000000000000000e+03 -1.201538782616523577e-13 5.898994523011437892e-13 -2.010244854158741101e-12
5.175000000000000000e+03 1.092996737115282884e-12 5.336825861676265864e-13 -4.152888098310967267e-12
5.176000000000000000e+03 8.442831895425445410e-13 6.282930643687713396e-13 -4.861078647283310819e-12
5.177000000000000000e+03 -6.949074431994917670e-13 7.853828478629053390e-13 -3.576304113793251216e-12
5.178000000000000000e+03 -2.319542106293109352e-12 6.880805917779996746e-13 -9.676399905791833618e-13
5.179000000000000000e+03 -2.586563867202400255e-12 5.568648227700884414e-14 1.639348720410943475e-12
5.180000000000000000e+03 -1.094210340250270354e-12 -1.046516423409707936e-12 2.976165801100318871e-12
5.181000000000000000e+03 1.118964022546079261e-12 -2.073322886133415986e-12 2.398295782336877134e-12
5.182000000000000000e+03 2.568144231611926071e-12 -2.157883693985733955e-12 2.994182982207874417e-13
5.183000000000000000e+03 2.526940122916448163e-12 -6.748309489589520081e-13 -2.058210115734885712e-12
5.184000000000000000e+03 1.374824697394255539e-12 2.003465160540113253e-12 -3.402546844632838672e-12
5.185000000000000000e+03 6.694295362870720509e-14 4.338148879394432350e-12 -3.376090387213783217e-12
5.186000000000000000e+03 -7.507486467211040500e-13 4.594200630688325900e-12 -2.685882197098342014e-12
5.187000000000000000e+03 -1.194631464484510662e-12 2.275148638012385959e-12 -2.267115173811338813e-12
5.188000000000000000e+03 -1.711008992914155621e-12 -1.320442134938835362e-12 -2.376719580344419341e-12
5.189000000000000000e+03 -2.333298380184933712e-12 -3.947315043148496264e-12 -2.415499311696057552e-12
5.190000000000000000e+03 -2.488150855043494013e-12 -3.986225800856640509e-12 -1.578413623831329513e-12
5.191000000000000000e+03 -1.533860851295212343e-12 -1.494866556517439550e-12 1.839325346655606740e-13
5.192000000000000000e+03 3.196934871637709403e-13 1.997183657256662719e-12 1.809436235988215209e-12
5.193000000000000000e+03 1.816261952048338801e-12 4.512066782226735249e-12 1.900378469470260401e-12
5.194000000000000000e+03 1.860486485885779525e-12 4.718612195478599553e-12 1.903353524350925692e-14
5.195000000000000000e+03 6.053466266988669257e-13 2.656103533936355251e-12 -2.799364398960567199e-12
5.196000000000000000e+03 -8.666816145007788722e-13 -3.063223129804240899e-13 -4.822157295479012635e-12
5.197000000000000000e+03 -1.436380538825176352e-12 -2.422313007729651152e-12 -4.874923515767188129e-12
5.198000000000000000e+03 -6.377058321282410749e-13 -2.673197229089636659e-12 -3.018542938405653577e-12
5.199000000000000000e+03 9.046885880396829923e-13 -1.208245185090435674e-12 -3.101304301963415956e-13
5.200000000000000000e+03 1.790419510271985264e-12 8.790286573220554304e-13 1.894242659150038614e-12
5.201000000000000000e+03 1.061269412064871943e-12 2.259204407531929036e-12 2.684419967668277342e-12
5.202000000000000000e+03 -7.961128145239315635e-13 2.259167644811570002e-12 2.114837536416253342e-12
5.203000000000000000e+03 -2.235577995929853059e-12 1.209052302575625249e-12 9.951269053726011363e-13
5.204000000000000000e+03 -2.089997544039102225e-12 -9.358061327040527464e-14 5.876649482306396893e-14
5.205000000000000000e+03 -5.402445337893826023e-13 -1.144847589684393494e-12 -5.006789092785941995e-13
5.206000000000000000e+03 1.253294465948563992e-12 -1.939494694315314872e-12 -8.582844863380080579e-13
5.207000000000000000e+03 2.272260478866775049e-12 -2.557694175757417305e-12 -1.279582050973238836e-12
5.208000000000000000e+03 2.285309830184186047e-12 -2.766090224931995605e-12 -1.791050294939972512e-12
5.209000000000000000e+03 1.591962292259503866e-12 -2.125473902381995881e-12 -1.979891858289088279e-12
5.210000000000000000e+03 5.753242728175663085e-13 -5.003496478675303836e-13 -1.322164600140830854e-12
5.211000000000000000e+03 -3.601268452137096213e-13 1.596288274679712749e-12 2.279415389943765632e-13
5.212000000000000000e+03 -8.677296606323966075e-13 3.117261243378792298e-12 2.111027124501875812e-12
5.213000000000000000e+03 -9.097106476466284853e-13 3.072697711469766657e-12 3.618262392803762674e-12
5.214000000000000000e+03 -6.916957630488620524e-13 1.364276994128097675e-12 4.356096635202910619e-12
5.215000000000000000e+03 -2.700045616532201637e-13 -9.604209124594315799e-13 4.294470603774121728e-12
5.216000000000000000e+03 3.954255836792588997e-13 -2.444802891478733389e-12 3.425261790050807419e-12
5.217000000000000000e+03 9.148228626555305236e-13 -2.354603088936903852e-12 1.584224535808253162e-12
5.218000000000000000e+03 6.435610611736782329e-13 -1.245305307188298463e-12 -1.098927279330230817e-12
5.219000000000000000e+03 -3.616854667635472727e-13 -4.170858212560741774e-13 -3.675393267532528091e-12
5.220000000000000000e+03 -1.124627684803603353e-12 -6.556441682323115627e-13 -4.664501834368848768e-12
5.221000000000000000e+03 -7.322110821198094798e-13 -1.508219820528845148e-12 -3.140915504421139148e-12
5.222000000000000000e+03 7.404149702636146194e-13 -1.871391208016209388e-12 3.147231371068814441e-13
5.223000000000000000e+03 2.306155769937578643e-12 -1.097030047780422032e-12 3.773097872388883362e-12
5.224000000000000000e+03 2.899055247984648404e-12 6.068835492919892995e-13 5.229867587070258700e-12
5.225000000000000000e+03 2.150227274573175874e-12 2.397485478339462559e-12 3.985901764535580433e-12
5.226000000000000000e+03 5.017288744759672289e-13 3.183571805521599179e-12 1.075048970542666953e-12
5.227000000000000000e+03 -1.194362763512833941e-12 2.293055808126250938e-12 -1.498886012312526873e-12
5.228000000000000000e+03 -2.170105666173224605e-12 1.211114859405062799e-13 -2.183641865858708351e-12
5.229000000000000000e+03 -2.116941800056648032e-12 -2.019370457640826822e-12 -8.890325755683509031e-13
