# t D_xx D_yy D_zz
5.628000000000000000e+03 2.339085037530958791e-09 1.590193645695318169e-09 1.512710140422292292e-09
5.632000000000000000e+03 2.340942283450778113e-09 1.591429588023937675e-09 1.502980568618149261e-09
5.636000000000000000e+03 2.336590635467429971e-09 1.593984925505278758e-09 1.500546202275997156e-09
5.640000000000000000e+03 2.328577788616280810e-09 1.597102904400764320e-09 1.507636390963586856e-09
5.644000000000000000e+03 2.318904164127316771e-09 1.600446160577837818e-09 1.522077341946312679e-09
5.648000000000000000e+03 2.309985043251056415e-09 1.604860738553884354e-09 1.538922594515528563e-09
5.652000000000000000e+03 2.305862663645989625e-09 1.612131626048336444e-09 1.553704100182183619e-09
5.656000000000000000e+03 2.310820760531403741e-09 1.623421664084671131e-09 1.564750261598781222e-09
5.660000000000000000e+03 2.325680412598513596e-09 1.637070363022603328e-09 1.572559197554174321e-09
5.664000000000000000e+03 2.345298917459862657e-09 1.648142282947913588e-09 1.577466286436926696e-09
5.668000000000000000e+03 2.360280310779101543e-09 1.651247845029046939e-09 1.578634208372602686e-09
5.672000000000000000e+03 2.362465808023416522e-09 1.644500305880815284e-09 1.575186028834586592e-09
5.676000000000000000e+03 2.350604170703971952e-09 1.631152297342057767e-09 1.567883719895058278e-09
5.680000000000000000e+03 2.332014383294750713e-09 1.618062244966628087e-09 1.559656007754565886e-09
5.684000000000000000e+03 2.318519612442591239e-09 1.612315838954390713e-09 1.554351690671016145e-09
5.688000000000000000e+03 2.318840691374635005e-09 1.617357227276002583e-09 1.554741951881392887e-09
5.692000000000000000e+03 2.332518293556792839e-09 1.630573444991891384e-09 1.561567517489954895e-09
5.696000000000000000e+03 2.350100352254023421e-09 1.644694969089148669e-09 1.573855494773439441e-09
5.700000000000000000e+03 2.359840004351717370e-09 1.652634129057595096e-09 1.589364531094709741e-09
5.704000000000000000e+03 2.355754995496404607e-09 1.651956611936906007e-09 1.604921056877211459e-09
5.708000000000000000e+03 2.341284738847029367e-09 1.645607575371256360e-09 1.617207879455739671e-09
5.712000000000000000e+03 2.326602095587160650e-09 1.638990789777676130e-09 1.623864458808932120e-09
5.716000000000000000e+03 2.321544119210961491e-09 1.636215018990209037e-09 1.624415036495279887e-09
5.720000000000000000e+03 2.329012454406671082e-09 1.638073497674397620e-09 1.620854849618946571e-09
5.724000000000000000e+03 2.343638801014762030e-09 1.642312414332960719e-09 1.617180446455154224e-09
5.728000000000000000e+03 2.356123234154436502e-09 1.645545056065683010e-09 1.617177783418226304e-09
5.732000000000000000e+03 2.359313339482547017e-09 1.645422592874631764e-09 1.621779879487934091e-09
5.736000000000000000e+03 2.351775754805647847e-09 1.641528278482458591e-09 1.628691049294975778e-09
5.740000000000000000e+03 2.337433861939624895e-09 1.635157086864488167e-09 1.634976113711174474e-09
5.744000000000000000e+03 2.322609881088746278e-09 1.628905724343561661e-09 1.639813603353621872e-09
5.748000000000000000e+03 2.312557493295841088e-09 1.625790674557143253e-09 1.644554763943976254e-09
5.752000000000000000e+03 2.309466503014629146e-09 1.627696185575288956e-09 1.650542173461142181e-09
5.756000000000000000e+03 2.312865983258383523e-09 1.634020120119278644e-09 1.657180840550030521e-09
5.760000000000000000e+03 2.320871044035027302e-09 1.641505226301581907e-09 1.662028778812548773e-09
5.764000000000000000e+03 2.330479844626979215e-09 1.645928733500212126e-09 1.662845778809048433e-09
5.768000000000000000e+03 2.337632832613659864e-09 1.645207927303698532e-09 1.659736473514562510e-09
5.772000000000000000e+03 2.338516159043304991e-09 1.641418765457788100e-09 1.655309220003525427e-09
5.776000000000000000e+03 2.331631784990131872e-09 1.639259080470839497e-09 1.653077229410501371e-09
5.780000000000000000e+03 2.318926906185361543e-09 1.641991404971121456e-09 1.655649534711882924e-09
5.784000000000000000e+03 2.305195926632026733e-09 1.648532198745255903e-09 1.663120689519235508e-09
5.788000000000000000e+03 2.295953610594688959e-09 1.654095865579340955e-09 1.672270067805275758e-09
5.792000000000000000e+03 2.294622243807177903e-09 1.653873888450397639e-09 1.678060013728930756e-09
5.796000000000000000e+03 2.300684737870851974e-09 1.646783200503577383e-09 1.676846505291843069e-09
5.800000000000000000e+03 2.310056091122082844e-09 1.636317784932552053e-09 1.668575885592301036e-09
5.804000000000000000e+03 2.317411659175820104e-09 1.628477903360717677e-09 1.656604977216506119e-09
5.808000000000000000e+03 2.319037071833753398e-09 1.628712592343172732e-09 1.645862952933664130e-09
5.812000000000000000e+03 2.314458353075685178e-09 1.639083860981595505e-09 1.640266597639445440e-09
5.816000000000000000e+03 2.306216532375507182e-09 1.656456012317776926e-09 1.640497950903531698e-09
5.820000000000000000e+03 2.298296771916756666e-09 1.673432695993985916e-09 1.643871184038574009e-09
5.824000000000000000e+03 2.293685854321168449e-09 1.682858966011485096e-09 1.646663889947237186e-09
5.828000000000000000e+03 2.292370579649627917e-09 1.682753680407017177e-09 1.646982539972075599e-09
5.832000000000000000e+03 2.291809027691366817e-09 1.677021273055801366e-09 1.645811975429860882e-09
5.836000000000000000e+03 2.289606202176924662e-09 1.671800385348687353e-09 1.645569138721684625e-09
5.840000000000000000e+03 2.285898371359341173e-09 1.671351315814731946e-09 1.647536139352806495e-09
5.844000000000000000e+03 2.283713245035785122e-09 1.675920765927047094e-09 1.650234095706051737e-09
5.848000000000000000e+03 2.286976155391254600e-09 1.681885303004782400e-09 1.650108429277215824e-09
5.852000000000000000e+03 2.297243701910303894e-09 1.684511986822057473e-09 1.644417328650413359e-09
5.856000000000000000e+03 2.311611057771898247e-09 1.682017331669388455e-09 1.634007583545311408e-09
5.860000000000000000e+03 2.323502748813292508e-09 1.677363164753229505e-09 1.623182682708754620e-09
5.864000000000000000e+03 2.325927036273574190e-09 1.676293154164774747e-09 1.616819555929973509e-09
5.868000000000000000e+03 2.315380547049731399e-09 1.683696551460087129e-09 1.617505219115555677e-09
5.872000000000000000e+03 2.294503704311701099e-09 1.700674523706401477e-09 1.624561478822353507e-09
5.876000000000000000e+03 2.272068467485097969e-09 1.723545700730713551e-09 1.634691066723358796e-09
5.880000000000000000e+03 2.259267248739904227e-09 1.745259328223318555e-09 1.643553361472946301e-09
5.884000000000000000e+03 2.263146230896511525e-09 1.758625761214413107e-09 1.647819514670082128e-09
5.888000000000000000e+03 2.281470946628973762e-09 1.759929707152401885e-09 1.646663226136833786e-09
5.892000000000000000e+03 2.303468976517304627e-09 1.751007896745521457e-09 1.641704414147661463e-09
5.896000000000000000e+03 2.316258229720489670e-09 1.738291058291162281e-09 1.635836402093712933e-09
5.900000000000000000e+03 2.312691429572974382e-09 1.729183353515440936e-09 1.631970815022555263e-09
5.904000000000000000e+03 2.295674927310435095e-09 1.728185535896377444e-09 1.632026913414524109e-09
5.908000000000000000e+03 2.275971157317170117e-09 1.735277059483640115e-09 1.636118744924813857e-09
5.912000000000000000e+03 2.264915089604667553e-09 1.747107170516633214e-09 1.642055245963776905e-09
5.916000000000000000e+03 2.267439786067907079e-09 1.759847954178045480e-09 1.645713191242973742e-09
5.920000000000000000e+03 2.279922336362369655e-09 1.771754361093993501e-09 1.643111046484512640e-09
5.924000000000000000e+03 2.293203869178074853e-09 1.783211954601791748e-09 1.633697641119342755e-09
5.928000000000000000e+03 2.298349656957009905e-09 1.794277984281260026e-09 1.622063166757376248e-09
5.932000000000000000e+03 2.291825501069073605e-09 1.802862123416911316e-09 1.615488334280059733e-09
5.936000000000000000e+03 2.277118118796201150e-09 1.805553070673765969e-09 1.618873675814773676e-09
5.940000000000000000e+03 2.262055278092302727e-09 1.799663676472212849e-09 1.631587929071884565e-09
5.944000000000000000e+03 2.253978201981348566e-09 1.784995041373337954e-09 1.648277470336826621e-09
5.948000000000000000e+03 2.255942581142291637e-09 1.765214022898540818e-09 1.661782915259740795e-09
5.952000000000000000e+03 2.265738552872266006e-09 1.747711696001713404e-09 1.666190710076613749e-09
5.956000000000000000e+03 2.277523464364509228e-09 1.740437817910233697e-09 1.659651373848272981e-09
5.960000000000000000e+03 2.284674497057614252e-09 1.747306269188949996e-09 1.645949390323696722e-09
5.964000000000000000e+03 2.282578668599556609e-09 1.765742993669048143e-09 1.633002762258584131e-09
5.968000000000000000e+03 2.270806636417589813e-09 1.787769676889123582e-09 1.628539311200391136e-09
5.972000000000000000e+03 2.253688278185921045e-09 1.803630873959386291e-09 1.635647210400766951e-09
5.976000000000000000e+03 2.238037178830960228e-09 1.806420484451891145e-09 1.650952227800117068e-09
5.980000000000000000e+03 2.229169040421674270e-09 1.795392870029625790e-09 1.666610536113538031e-09
5.984000000000000000e+03 2.228415265468570876e-09 1.775734117037874683e-09 1.675325762906935574e-09
5.988000000000000000e+03 2.233635755514904591e-09 1.755256506361611293e-09 1.675188071495978645e-09
5.992000000000000000e+03 2.241393402189062870e-09 1.740635779662517463e-09 1.670452276351452087e-09
5.996000000000000000e+03 2.248774660068129860e-09 1.735071301179175005e-09 1.667898469126656307e-09
6.000000000000000000e+03 2.254053843665052244e-09 1.737764745902576623e-09 1.672232907949620330e-09
6.004000000000000000e+03 2.256561623534085421e-09 1.744908421950146038e-09 1.683455888538894004e-09
6.008000000000000000e+03 2.256231201107559006e-09 1.751565809138384820e-09 1.696993230028768996e-09
6.012000000000000000e+03 2.253070538358864858e-09 1.753678227821870143e-09 1.706706605939742178e-09
6.016000000000000000e+03 2.246856529908521563e-09 1.749678490747328520e-09 1.709367842984334636e-09
6.020000000000000000e+03 2.237539341214548121e-09 1.741316644232130084e-09 1.707019689601881103e-09
6.024000000000000000e+03 2.226478835396325629e-09 1.732715902811896811e-09 1.705101872666867199e-09
6.028000000000000000e+03 2.217043467175045422e-09 1.727428033629580446e-09 1.708131632446805832e-09
6.032000000000000000e+03 2.212882792976591788e-09 1.725722168756683290e-09 1.716297203202135984e-09
6.036000000000000000e+03 2.215249473029047818e-09 1.724660397193940568e-09 1.725385141164952202e-09
6.040000000000000000e+03 2.222430359269758439e-09 1.720751023101408109e-09 1.730170310472962196e-09
6.044000000000000000e+03 2.231540412933084323e-09 1.712744574236493923e-09 1.728471347299698405e-09
6.048000000000000000e+03 2.240302238138280579e-09 1.702460505430877976e-09 1.722479335059096540e-09
6.052000000000000000e+03 2.247357291669822996e-09 1.693312773246317000e-09 1.716857363579351990e-09
6.056000000000000000e+03 2.251657757418528962e-09 1.687799713197709904e-09 1.715824969913342478e-09
6.060000000000000000e+03 2.252311899855208896e-09 1.685841616339121349e-09 1.721072014352704405e-09
6.064000000000000000e+03 2.249356775716159720e-09 1.685287071528171571e-09 1.731002363610800214e-09
6.068000000000000000e+03 2.244382473562896130e-09 1.684060722395649652e-09 1.741640060749347108e-09
6.072000000000000000e+03 2.239979090001701337e-09 1.681781415931488453e-09 1.748836854655094720e-09
6.076000000000000000e+03 2.238240813877839262e-09 1.679282741902888695e-09 1.750020619905220810e-09
6.080000000000000000e+03 2.239449603405934817e-09 1.676654743579897708e-09 1.744739421026376061e-09
6.084000000000000000e+03 2.241984835528544710e-09 1.672166023865455616e-09 1.735065471938171618e-09
6.088000000000000000e+03 2.243423605618204107e-09 1.663863387054794980e-09 1.725528609651921310e-09
6.092000000000000000e+03 2.241978929590780244e-09 1.652556354071784161e-09 1.720953547182003515e-09
6.096000000000000000e+03 2.237579454278025794e-09 1.642936935198880493e-09 1.723217754788694436e-09
6.100000000000000000e+03 2.232051277449929842e-09 1.641098685804030809e-09 1.730143791656031419e-09
6.104000000000000000e+03 2.228025565541158721e-09 1.649549459458389462e-09 1.737467661016714075e-09
6.108000000000000000e+03 2.227082228336481403e-09 1.663626572137405954e-09 1.741804272713566950e-09
6.112000000000000000e+03 2.228728753780500808e-09 1.673482747112135819e-09 1.742369423346480095e-09
6.116000000000000000e+03 2.231297557238169900e-09 1.670688617232118635e-09 1.740773797620211664e-09
6.120000000000000000e+03 2.233594247536060615e-09 1.654028641838548152e-09 1.739645451345088819e-09
6.124000000000000000e+03 2.235294507798130484e-09 1.630642457042877767e-09 1.740972389772927893e-09
6.128000000000000000e+03 2.236004678770086959e-09 1.612039056358011546e-09 1.744726050786283163e-09
6.132000000000000000e+03 2.234633960023163980e-09 1.607150527971635948e-09 1.748997740289856827e-09
6.136000000000000000e+03 2.229983953255556455e-09 1.616987958095574453e-09 1.752050583739903437e-09
6.140000000000000000e+03 2.221767446533146140e-09 1.634524132450517447e-09 1.753796968721319630e-09
6.144000000000000000e+03 2.211022954845016662e-09 1.649153546312128078e-09 1.754999015070448589e-09
6.148000000000000000e+03 2.199875898809809514e-09 1.652660712725677596e-09 1.756326067671194727e-09
6.152000000000000000e+03 2.191041779885823002e-09 1.643789790937896527e-09 1.758768648633266122e-09
6.156000000000000000e+03 2.187173712041847976e-09 1.628840585374012973e-09 1.763519867812445975e-09
6.160000000000000000e+03 2.189977997007644049e-09 1.617479142922706806e-09 1.770555662707046407e-09
6.164000000000000000e+03 2.199032773806478941e-09 1.616412001843381116e-09 1.778102205170765121e-09
6.168000000000000000e+03 2.210889017734570865e-09 1.625213869994393461e-09 1.783841409088851238e-09
6.172000000000000000e+03 2.219932250812951140e-09 1.637236295423098087e-09 1.786312597768465240e-09
6.176000000000000000e+03 2.221280012863862492e-09 1.644943687895964995e-09 1.785730950780086416e-09
6.180000000000000000e+03 2.213673516952674309e-09 1.645148895845051426e-09 1.784253137680436095e-09
6.184000000000000000e+03 2.200280398300210325e-09 1.639947814070812296e-09 1.784843455185121363e-09
6.188000000000000000e+03 2.186972525267051461e-09 1.633663681841304640e-09 1.788760198440101762e-09
6.192000000000000000e+03 2.179035177988945248e-09 1.629191737363849971e-09 1.794127451744944431e-09
6.196000000000000000e+03 2.178445613898460192e-09 1.626265846136222536e-09 1.797458879095659039e-09
6.200000000000000000e+03 2.183730847718550803e-09 1.622234082319360742e-09 1.796690365991392093e-09
6.204000000000000000e+03 2.191818854668027142e-09 1.614858753652588213e-09 1.792837148592280155e-09
6.208000000000000000e+03 2.199762744335661459e-09 1.605137981769969433e-09 1.789139315254018931e-09
6.212000000000000000e+03 2.205603900358153816e-09 1.597394203293758853e-09 1.789077198851747915e-09
6.216000000000000000e+03 2.208625570953849641e-09 1.596012848406993275e-09 1.794722344363847015e-09
6.220000000000000000e+03 2.209148801573688365e-09 1.601325797670860189e-09 1.805433085805789753e-09
6.224000000000000000e+03 2.208300765586682307e-09 1.608606690001672177e-09 1.817440747490908822e-09
6.228000000000000000e+03 2.207960015244538224e-09 1.611930587741219326e-09 1.825606674807696059e-09
6.232000000000000000e+03 2.210174939104733440e-09 1.609399860137674330e-09 1.826681024632104660e-09
6.236000000000000000e+03 2.215621305004535192e-09 1.604341125851344844e-09 1.821449809500140063e-09
6.240000000000000000e+03 2.222347053048574327e-09 1.601499792822282964e-09 1.814023438375265622e-09
6.244000000000000000e+03 2.226754912692202553e-09 1.602235210099720143e-09 1.809023308769553210e-09
6.248000000000000000e+03 2.226650128755990998e-09 1.603098412385423581e-09 1.808832108730156307e-09
6.252000000000000000e+03 2.223360482077753343e-09 1.598677440171494678e-09 1.812434900796964353e-09
6.256000000000000000e+03 2.220504684084631200e-09 1.586040688252411806e-09 1.816157456315374956e-09
6.260000000000000000e+03 2.220800505273636825e-09 1.567476880324908073e-09 1.815904054750007279e-09
6.264000000000000000e+03 2.224311228810241355e-09 1.549841138864237186e-09 1.809995936073143328e-09
6.268000000000000000e+03 2.229249825460251436e-09 1.540724322811111524e-09 1.801154212871204774e-09
6.272000000000000000e+03 2.233734072280886054e-09 1.543534808508601076e-09 1.796059569538454360e-09
6.276000000000000000e+03 2.237036842327471949e-09 1.554960523583222352e-09 1.801709744871575223e-09
6.280000000000000000e+03 2.239890476066476470e-09 1.567334073433587162e-09 1.820096648085861172e-09
6.284000000000000000e+03 2.243536200489411664e-09 1.574117402827210625e-09 1.845314192615759504e-09
6.288000000000000000e+03 2.248102993614501762e-09 1.573349717413309593e-09 1.866162006187982148e-09
6.292000000000000000e+03 2.252002506347018103e-09 1.566594022420553588e-09 1.872786299689043123e-09
6.296000000000000000e+03 2.253091384891972682e-09 1.555987358483616168e-09 1.862702317514759201e-09
6.300000000000000000e+03 2.250557054319892869e-09 1.542800373614481783e-09 1.842253962183929474e-09
6.304000000000000000e+03 2.245764510225439740e-09 1.528104417125746483e-09 1.822796377262761701e-09
6.308000000000000000e+03 2.241139479966329755e-09 1.514150501896467832e-09 1.814133973823212169e-09
6.312000000000000000e+03 2.238311356998989313e-09 1.504723513403340407e-09 1.819439518834922732e-09
6.316000000000000000e+03 2.237628442500847339e-09 1.503525725222125663e-09 1.834607410229749392e-09
6.320000000000000000e+03 2.239091368001702113e-09 1.511543179234719002e-09 1.851652816483118438e-09
6.324000000000000000e+03 2.242906974298481285e-09 1.525246209342659784e-09 1.863682235682958414e-09
6.328000000000000000e+03 2.248949017509488166e-09 1.537170130518820437e-09 1.868637669411312136e-09
6.332000000000000000e+03 2.256082147757913086e-09 1.539752463705584250e-09 1.869579064061121820e-09
6.336000000000000000e+03 2.262212073145983046e-09 1.530331383113422185e-09 1.871608371507691235e-09
6.340000000000000000e+03 2.264918304041656945e-09 1.512779928830272646e-09 1.878186936402808776e-09
6.344000000000000000e+03 2.262084230032497996e-09 1.494455006918128243e-09 1.889178091716508396e-09
6.348000000000000000e+03 2.252739306943043458e-09 1.481697848124824046e-09 1.900870923170425541e-09
6.352000000000000000e+03 2.238608794216346557e-09 1.476897685834165392e-09 1.907934782431896360e-09
6.356000000000000000e+03 2.225136423650749440e-09 1.477970873043351911e-09 1.907141075375608265e-09
6.360000000000000000e+03 2.219618319667040980e-09 1.480435704431552491e-09 1.900442192543487057e-09
6.364000000000000000e+03 2.226404657583560752e-09 1.480926930924568874e-09 1.893987383838766452e-09
6.368000000000000000e+03 2.242907886943922468e-09 1.479434214919550882e-09 1.893231103600979035e-09
6.372000000000000000e+03 2.260361680107255833e-09 1.478659153199383109e-09 1.898670435265426122e-09
6.376000000000000000e+03 2.269158119991890270e-09 1.481198498095453191e-09 1.906138560160767920e-09
6.380000000000000000e+03 2.264994002358385900e-09 1.486651183508729050e-09 1.910748157811296556e-09
6.384000000000000000e+03 2.251812798311155234e-09 1.491098306981121708e-09 1.910507730831985573e-09
6.388000000000000000e+03 2.239432759637070247e-09 1.489891193634582640e-09 1.906994448780566226e-09
6.392000000000000000e+03 2.237171312016457350e-09 1.481681513468595474e-09 1.903437440062057122e-09
6.396000000000000000e+03 2.247803634485772619e-09 1.470089419928902729e-09 1.902101945435037608e-09
6.400000000000000000e+03 2.265852829848699960e-09 1.461400718640973729e-09 1.902783253007965495e-09
6.404000000000000000e+03 2.281273836472339040e-09 1.460217443861965990e-09 1.903539746803003333e-09
6.408000000000000000e+03 2.285929135050337412e-09 1.466399423233461550e-09 1.903089364325961389e-09
6.412000000000000000e+03 2.278086802413971265e-09 1.475443856390933702e-09 1.902293017478139585e-09
6.416000000000000000e+03 2.262226859919452487e-09 1.482053529028978132e-09 1.902759112145506868e-09
6.420000000000000000e+03 2.245642897309427767e-09 1.484023490838752296e-09 1.903960101789177334e-09
6.424000000000000000e+03 2.234819287312478075e-09 1.483305609291892249e-09 1.902598409085741025e-09
6.428000000000000000e+03 2.233128311153047836e-09 1.483879886512195816e-09 1.895796653976864123e-09
6.432000000000000000e+03 2.240257929720063839e-09 1.488460053623501961e-09 1.884879575947686019e-09
6.436000000000000000e+03 2.253142701472597353e-09 1.496579084416275985e-09 1.875227742411127064e-09
6.440000000000000000e+03 2.267134728357729659e-09 1.505510600835756707e-09 1.872009387108317202e-09
6.444000000000000000e+03 2.276760260897780296e-09 1.512988404093163127e-09 1.876048509246294667e-09
6.448000000000000000e+03 2.277292654029404095e-09 1.518965004313098009e-09 1.883372115366787076e-09
6.452000000000000000e+03 2.267468912707100479e-09 1.524904188032304857e-09 1.888270698888691481e-09
6.456000000000000000e+03 2.250942555039400259e-09 1.531908879127676328e-09 1.887375200843973900e-09
6.460000000000000000e+03 2.234713078871041255e-09 1.539793277164365144e-09 1.881781917194176025e-09
6.464000000000000000e+03 2.225892634146107560e-09 1.547526828785034917e-09 1.875584080776516449e-09
6.468000000000000000e+03 2.228667789202320987e-09 1.554130205635946042e-09 1.872251951982484153e-09
6.472000000000000000e+03 2.242108835759068602e-09 1.559392238781855552e-09 1.872223948144200434e-09
6.476000000000000000e+03 2.260003099076514272e-09 1.564181871288056002e-09 1.873417684026964962e-09
6.480000000000000000e+03 2.273796863765848738e-09 1.569929007638417250e-09 1.873356633327946451e-09
6.484000000000000000e+03 2.277027168428348928e-09 1.577196123091717796e-09 1.870799783285357952e-09
6.488000000000000000e+03 2.268060928503460214e-09 1.584569677809454987e-09 1.866112006260205960e-09
6.492000000000000000e+03 2.250155036531442519e-09 1.589491195385078949e-09 1.860715512340665966e-09
6.496000000000000000e+03 2.230354721806509716e-09 1.590766334371437848e-09 1.856137048723286071e-09
6.500000000000000000e+03 2.217578991694177932e-09 1.590312978942535097e-09 1.853336887310534459e-09
6.504000000000000000e+03 2.218846978986865705e-09 1.592133399427713449e-09 1.852767676441751495e-09
6.508000000000000000e+03 2.235042936510930291e-09 1.599376223272769280e-09 1.854602565906766076e-09
6.512000000000000000e+03 2.259662250405809354e-09 1.612093806152662593e-09 1.858492763839930758e-09
6.516000000000000000e+03 2.281929600218372450e-09 1.627166103322362115e-09 1.863297035939231835e-09
6.520000000000000000e+03 2.292160822972939653e-09 1.640349732375273596e-09 1.867380259009417031e-09
6.524000000000000000e+03 2.285959961192612940e-09 1.649206176901040914e-09 1.869286191387357714e-09
6.528000000000000000e+03 2.265743655348755809e-09 1.654343048463699200e-09 1.868407514223707081e-09
6.532000000000000000e+03 2.240110783394481426e-09 1.657777052332456520e-09 1.865539493149710785e-09
6.536000000000000000e+03 2.220869780358384537e-09 1.660473301969454972e-09 1.862939874166021764e-09
6.540000000000000000e+03 2.217270436420953304e-09 1.661466034151251759e-09 1.863329653164967464e-09
6.544000000000000000e+03 2.230553568135207642e-09 1.659004128134746754e-09 1.868324429409368746e-09
6.548000000000000000e+03 2.253532655382221251e-09 1.652823632564369216e-09 1.877643797708287130e-09
6.552000000000000000e+03 2.275311088100209086e-09 1.645902726640642965e-09 1.889377820166306887e-09
6.556000000000000000e+03 2.287211622747319294e-09 1.644029269231934070e-09 1.900487802155114077e-09
6.560000000000000000e+03 2.286604652204488628e-09 1.652761287470949815e-09 1.907298979415250128e-09
6.564000000000000000e+03 2.277343964342630157e-09 1.673279120079052249e-09 1.906809726550391105e-09
6.568000000000000000e+03 2.267124716077238902e-09 1.700030179109986280e-09 1.899055583404351987e-09
6.572000000000000000e+03 2.263026511369341003e-09 1.722568040693347684e-09 1.888447937038516342e-09
6.576000000000000000e+03 2.267118640443654667e-09 1.731136617918579609e-09 1.881792610122777402e-09
6.580000000000000000e+03 2.274993056674398725e-09 1.722444643210516352e-09 1.884148145385466021e-09
6.584000000000000000e+03 2.279135082630140340e-09 1.701673744388883319e-09 1.896091973366795184e-09
6.588000000000000000e+03 2.274701300499101771e-09 1.679457528408659461e-09 1.914031282950262254e-09
6.592000000000000000e+03 2.262842561709215132e-09 1.666078181948997023e-09 1.932250770249613474e-09
6.596000000000000000e+03 2.249680454192163100e-09 1.666753643403032352e-09 1.945102888901043495e-09
6.600000000000000000e+03 2.242713979622473476e-09 1.680392051077214830e-09 1.948651896184785837e-09
6.604000000000000000e+03 2.247043135293808075e-09 1.701398880113525899e-09 1.941723426334119540e-09
6.608000000000000000e+03 2.262823961413243980e-09 1.722838226535493790e-09 1.926955260522059442e-09
6.612000000000000000e+03 2.284844388324862122e-09 1.739181395175829332e-09 1.911125669186153271e-09
6.616000000000000000e+03 2.304492169822556234e-09 1.747330949060323751e-09 1.902595225617723751e-09
6.620000000000000000e+03 2.313200136840462507e-09 1.746334932716711299e-09 1.906565102982707051e-09
6.624000000000000000e+03 2.306035247245563592e-09 1.737347900531219479e-09 1.921918362681062404e-09
6.628000000000000000e+03 2.284174377214388278e-09 1.724132852909357996e-09 1.941734871782020894e-09
6.632000000000000000e+03 2.255178114692285132e-09 1.712824672974764827e-09 1.956954907976649740e-09
6.636000000000000000e+03 2.230573991013602588e-09 1.709807003213467420e-09 1.961450524916536903e-09
6.640000000000000000e+03 2.220940697479937396e-09 1.718317014068763537e-09 1.955281400250200552e-09
6.644000000000000000e+03 2.230345591989715814e-09 1.736212399379514746e-09 1.943847451423667249e-09
6.648000000000000000e+03 2.253701210373493136e-09 1.756825567793742770e-09 1.934393548887633435e-09
6.652000000000000000e+03 2.279110372389676188e-09 1.772514974532532781e-09 1.932465410410602604e-09
6.656000000000000000e+03 2.293900678330835384e-09 1.778870728426633018e-09 1.939229033778693546e-09
6.660000000000000000e+03 2.291326728552028504e-09 1.777010299075488913e-09 1.950467211251349284e-09
6.664000000000000000e+03 2.274444600762638681e-09 1.772186541650208728e-09 1.958870703845487906e-09
6.668000000000000000e+03 2.254184687819406085e-09 1.769777534302830201e-09 1.959221202363693574e-09
6.672000000000000000e+03 2.242065304824484233e-09 1.772261983418658238e-09 1.952647645854374204e-09
6.676000000000000000e+03 2.242575042028969978e-09 1.779143154091327428e-09 1.946063931303972615e-09
6.680000000000000000e+03 2.250922050251393165e-09 1.788447527828563336e-09 1.946894843645060019e-09
6.684000000000000000e+03 2.257364287036043153e-09 1.797976763316294948e-09 1.957269445699657603e-09
6.688000000000000000e+03 2.254081742919356989e-09 1.805854653273656152e-09 1.972321107237860974e-09
6.692000000000000000e+03 2.239738970846203000e-09 1.810753241739839316e-09 1.983698905358168861e-09
6.696000000000000000e+03 2.220000249777127623e-09 1.812299040494185720e-09 1.985355508275445793e-09
6.700000000000000000e+03 2.204526876299452634e-09 1.811622106035729972e-09 1.977559387604466661e-09
6.704000000000000000e+03 2.201798166434077218e-09 1.810976560776804967e-09 1.966634749634570347e-09
6.708000000000000000e+03 2.214179921615694207e-09 1.811974902536803717e-09 1.960989581755528369e-09
6.712000000000000000e+03 2.236055951896887046e-09 1.814209661083644052e-09 1.966171400043090812e-09
6.716000000000000000e+03 2.256355260184775017e-09 1.815838820457427491e-09 1.981619350938075989e-09
6.720000000000000000e+03 2.264218121139688377e-09 1.815290621516608476e-09 2.001083090731540536e-09
6.724000000000000000e+03 2.254715690638189568e-09 1.812557648315030890e-09 2.016783317474515063e-09
6.728000000000000000e+03 2.231520508680781092e-09 1.809610288819366113e-09 2.024276002302405878e-09
6.732000000000000000e+03 2.204904928727840003e-09 1.809667651962375670e-09 2.024321386128261702e-09
6.736000000000000000e+03 2.186056320012980472e-09 1.814886984931126084e-09 2.020886098135117623e-09
6.740000000000000000e+03 2.181203630669506044e-09 1.823884002440244790e-09 2.017507520522667833e-09
6.744000000000000000e+03 2.189038772982188170e-09 1.832024334423261578e-09 2.015062105722364460e-09
6.748000000000000000e+03 2.202573626086049776e-09 1.834650052658270095e-09 2.012314430420749284e-09
6.752000000000000000e+03 2.213769966559503096e-09 1.830320748666945684e-09 2.007994573984941463e-09
6.756000000000000000e+03 2.217489300014860036e-09 1.821869211147754493e-09 2.002203319807758549e-09
6.760000000000000000e+03 2.212711272590706905e-09 1.814718438528503794e-09 1.996273300733106593e-09
6.764000000000000000e+03 2.201869328228618444e-09 1.813399636287382641e-09 1.991692086002487748e-09
6.768000000000000000e+03 2.189407820505211725e-09 1.818694036070252740e-09 1.989140853187124295e-09
6.772000000000000000e+03 2.179972760523098019e-09 1.827269045990303756e-09 1.988446045228302423e-09
6.776000000000000000e+03 2.177034860572487997e-09 1.833621425542361401e-09 1.989197527608249109e-09
6.780000000000000000e+03 2.181961671627041906e-09 1.833074515044674692e-09 1.990932985321430216e-09
6.784000000000000000e+03 2.192944767137192450e-09 1.824694280012905540e-09 1.992683446915729755e-09
6.788000000000000000e+03 2.204843253597814020e-09 1.812915773007394364e-09 1.992718238923319937e-09
