# t D_xx D_yy D_zz
1.971600000000000000e+04 4.370155632758034304e-09 4.969588207149010027e-10 1.811016818611387212e-09
1.972000000000000000e+04 4.371753963854348345e-09 4.977090666183066995e-10 1.796612262152543983e-09
1.972400000000000000e+04 4.372511340447911274e-09 4.934744321295554339e-10 1.772315967749345338e-09
1.972800000000000000e+04 4.374037263232101660e-09 4.869527286322856227e-10 1.744532391340220021e-09
1.973200000000000000e+04 4.377494942000221187e-09 4.824365756334590333e-10 1.722197722292656060e-09
1.973600000000000000e+04 4.382909138642322415e-09 4.829568182180975071e-10 1.712444942782786144e-09
1.974000000000000000e+04 4.389342494995631361e-09 4.877819341859663702e-10 1.717101150047271045e-09
1.974400000000000000e+04 4.395604137530111313e-09 4.919223844063970652e-10 1.731831340777921157e-09
1.974800000000000000e+04 4.400863484370263837e-09 4.889241771595172098e-10 1.748364601509361186e-09
1.975200000000000000e+04 4.405081300314665970e-09 4.757256108996019882e-10 1.758266828606012600e-09
1.975600000000000000e+04 4.409215311874014688e-09 4.558020345015817895e-10 1.756430037644760655e-09
1.976000000000000000e+04 4.414746787074056052e-09 4.379387867100272800e-10 1.743084561153007664e-09
1.976400000000000000e+04 4.422296003373707297e-09 4.312704222865471502e-10 1.723153398033448650e-09
1.976800000000000000e+04 4.430322495399337270e-09 4.394637664276822745e-10 1.703141788691614806e-09
1.977200000000000000e+04 4.435619585034101911e-09 4.576580173833664566e-10 1.687930547836918719e-09
1.977600000000000000e+04 4.435593346032212521e-09 4.745940723253976901e-10 1.679501799868222886e-09
1.978000000000000000e+04 4.430302118007825479e-09 4.789785723919422266e-10 1.677398981706887011e-09
1.978400000000000000e+04 4.422855839897319428e-09 4.661025505753531880e-10 1.679684438410958605e-09
1.978800000000000000e+04 4.418176609828284887e-09 4.408356663204423945e-10 1.683745206468081333e-09
1.979200000000000000e+04 4.420533273543831296e-09 4.154862985485222309e-10 1.687277929048896224e-09
1.979600000000000000e+04 4.431007014758691174e-09 4.034113710898254063e-10 1.689350577070004945e-09
1.980000000000000000e+04 4.446583906462530273e-09 4.112951170536058107e-10 1.690296900211186954e-09
1.980400000000000000e+04 4.461717427509180611e-09 4.345601424137496300e-10 1.690539751943748459e-09
1.980800000000000000e+04 4.471596316588567662e-09 4.595124588981797043e-10 1.690098887339100387e-09
1.981200000000000000e+04 4.474890829978556809e-09 4.713582791155943125e-10 1.689025426535125515e-09
1.981600000000000000e+04 4.473781986575631296e-09 4.626415264489286835e-10 1.687549751611075434e-09
1.982000000000000000e+04 4.471409726752083810e-09 4.368337013364618302e-10 1.685795856897942705e-09
1.982400000000000000e+04 4.469394866574162001e-09 4.057524305547762219e-10 1.683698816641382018e-09
1.982800000000000000e+04 4.467419842590205635e-09 3.828576639923671445e-10 1.681204291260096782e-09
1.983200000000000000e+04 4.464333537738812543e-09 3.762903407757130369e-10 1.678372719989232160e-09
1.983600000000000000e+04 4.459609634477311805e-09 3.855912784647972687e-10 1.675252979734968042e-09
1.984000000000000000e+04 4.454269736548308319e-09 4.034450202524704456e-10 1.671824979021565460e-09
1.984400000000000000e+04 4.450235456271289590e-09 4.205844106377744595e-10 1.668097137500349666e-09
1.984800000000000000e+04 4.448470605961129847e-09 4.305187900707957676e-10 1.664143377246727435e-09
1.985200000000000000e+04 4.448013909008603018e-09 4.314102936940274308e-10 1.660095381726151591e-09
1.985600000000000000e+04 4.446958208579773699e-09 4.250934194775661272e-10 1.656085863793890328e-09
1.986000000000000000e+04 4.444107551788697337e-09 4.151915810551798143e-10 1.652204899199172589e-09
1.986400000000000000e+04 4.439845428495241252e-09 4.053372228066165715e-10 1.648871656228399548e-09
1.986800000000000000e+04 4.435861221222094090e-09 3.976968868554017462e-10 1.647135095315743865e-09
1.987200000000000000e+04 4.433520536184692844e-09 3.926691585904385661e-10 1.647882385917563614e-09
1.987600000000000000e+04 4.431791865142122027e-09 3.899071480896839390e-10 1.650801773672937883e-09
1.988000000000000000e+04 4.427339539130287160e-09 3.893526206638372491e-10 1.654576582456480699e-09
1.988400000000000000e+04 4.417299581630458009e-09 3.913934571687282017e-10 1.657703415523476480e-09
1.988800000000000000e+04 4.401809390136657779e-09 3.964057093158699310e-10 1.658918263391168368e-09
1.989200000000000000e+04 4.384071491440041581e-09 4.038746604553522244e-10 1.657481578921101043e-09
1.989600000000000000e+04 4.368432641538587117e-09 4.116157031174023425e-10 1.653320858594266871e-09
1.990000000000000000e+04 4.357869606082430936e-09 4.166744093763692722e-10 1.646660992633020780e-09
1.990400000000000000e+04 4.352420420761232355e-09 4.178203848035773498e-10 1.637884520360231995e-09
1.990800000000000000e+04 4.349867599336282740e-09 4.166042563158301359e-10 1.628275652188671040e-09
1.991200000000000000e+04 4.348171770986082954e-09 4.153926475900543322e-10 1.620342586721169964e-09
1.991600000000000000e+04 4.347434871240024937e-09 4.148727745228831439e-10 1.616515269865993783e-09
1.992000000000000000e+04 4.349549531976352770e-09 4.137163351191411029e-10 1.617368443605214844e-09
1.992400000000000000e+04 4.355455377292199312e-09 4.100547351500525745e-10 1.620998473928302747e-09
1.992800000000000000e+04 4.362330632729199180e-09 4.033785818994939135e-10 1.623933378862925019e-09
1.993200000000000000e+04 4.364270470057168200e-09 3.960306871603922503e-10 1.623444409774901128e-09
1.993600000000000000e+04 4.356973023805874450e-09 3.929815956122501311e-10 1.619997296271502163e-09
1.994000000000000000e+04 4.341957892262674890e-09 3.988843207298814082e-10 1.617097486225833065e-09
1.994400000000000000e+04 4.325883244923528225e-09 4.139424333706619296e-10 1.617926180269638502e-09
1.994800000000000000e+04 4.315901803456100094e-09 4.323503887018499829e-10 1.622019494594081456e-09
1.995200000000000000e+04 4.315117673042661508e-09 4.456622994017540283e-10 1.624984419933665646e-09
1.995600000000000000e+04 4.321000017483361670e-09 4.486210393039654908e-10 1.621205894718556597e-09
1.996000000000000000e+04 4.327720441320949864e-09 4.423974420163096255e-10 1.607907868684262846e-09
1.996400000000000000e+04 4.330890863247739209e-09 4.331018369317782561e-10 1.587998891884707983e-09
1.996800000000000000e+04 4.330878585885426994e-09 4.273030897985476846e-10 1.568877703700580608e-09
1.997200000000000000e+04 4.332010110075663957e-09 4.276873362987744953e-10 1.557460820453420551e-09
1.997600000000000000e+04 4.338336706793742231e-09 4.319054918634484751e-10 1.555797662482887932e-09
1.998000000000000000e+04 4.349059328574470006e-09 4.354692407973415943e-10 1.560990527194815566e-09
1.998400000000000000e+04 4.357692122754692600e-09 4.357205915434199296e-10 1.568392179129543150e-09
1.998800000000000000e+04 4.356774261138284475e-09 4.331756193688445218e-10 1.574587493571123811e-09
1.999200000000000000e+04 4.344196623440725783e-09 4.301231073765935422e-10 1.578092210329227394e-09
1.999600000000000000e+04 4.325236391908232978e-09 4.289515015004191028e-10 1.578219034714339687e-09
2.000000000000000000e+04 4.309149847284271448e-09 4.314044491646476197e-10 1.574114975093300172e-09
2.000400000000000000e+04 4.303653754820534480e-09 4.382365894852757353e-10 1.565198001611002399e-09
2.000800000000000000e+04 4.310900668072934656e-09 4.488692131902047548e-10 1.552293076386099905e-09
2.001200000000000000e+04 4.326613130257943761e-09 4.611225676359596112e-10 1.538126947934320529e-09
2.001600000000000000e+04 4.342347910819736812e-09 4.713927708774608860e-10 1.526417187487940039e-09
2.002000000000000000e+04 4.350022374693446214e-09 4.759903756818493660e-10 1.519902501867335484e-09
2.002400000000000000e+04 4.346447151548583788e-09 4.732676585307736650e-10 1.518969230654269735e-09
2.002800000000000000e+04 4.334732348058968070e-09 4.646698673598459170e-10 1.522275479855885871e-09
2.003200000000000000e+04 4.321592045509258371e-09 4.537957036395228326e-10 1.528473536709454273e-09
2.003600000000000000e+04 4.312879230558310706e-09 4.445358306227785257e-10 1.536689614863194497e-09
2.004000000000000000e+04 4.310503105594202744e-09 4.397817222215789429e-10 1.545315061354727985e-09
2.004400000000000000e+04 4.312242755031956840e-09 4.411448900207366490e-10 1.551453539433920297e-09
2.004800000000000000e+04 4.314047536741143522e-09 4.491459611654654706e-10 1.552548291541123521e-09
2.005200000000000000e+04 4.313224304842476447e-09 4.630770523602193688e-10 1.548693187582487627e-09
2.005600000000000000e+04 4.310319740159330434e-09 4.802217397803720895e-10 1.543393658401229190e-09
2.006000000000000000e+04 4.308182103487288155e-09 4.954411942308549435e-10 1.541701691742056682e-09
2.006400000000000000e+04 4.309145275195481284e-09 5.026796935510096793e-10 1.546490148355962763e-09
2.006800000000000000e+04 4.312975980280727326e-09 4.983287017219798011e-10 1.555889521410878567e-09
2.007200000000000000e+04 4.317068498511306715e-09 4.841738659671525440e-10 1.564495064852571148e-09
2.007600000000000000e+04 4.318257750549606553e-09 4.673760883210411611e-10 1.567493295937320153e-09
2.008000000000000000e+04 4.314776598914032640e-09 4.569644106066205965e-10 1.564472126792354526e-09
2.008400000000000000e+04 4.307234246301526107e-09 4.588199855852262602e-10 1.560162696962066445e-09
2.008800000000000000e+04 4.298164633505124617e-09 4.723547981204283141e-10 1.561669397360993435e-09
2.009200000000000000e+04 4.290633363030238630e-09 4.910369379646224365e-10 1.573843169663200047e-09
2.009600000000000000e+04 4.287171203671977744e-09 5.062330182222706072e-10 1.595374325447862442e-09
2.010000000000000000e+04 4.289520586834869726e-09 5.120638672818767120e-10 1.618536591800914867e-09
2.010400000000000000e+04 4.298271735702770850e-09 5.087823186072391621e-10 1.633584324077050682e-09
2.010800000000000000e+04 4.312088397771713623e-09 5.024187738341780867e-10 1.634682087233448108e-09
2.011200000000000000e+04 4.327584556512502009e-09 5.002209238768281500e-10 1.623026302906151625e-09
2.011600000000000000e+04 4.340483493117373162e-09 5.051785295840836346e-10 1.605783051148354942e-09
2.012000000000000000e+04 4.347605208930171751e-09 5.143767234635693218e-10 1.592150758313599177e-09
2.012400000000000000e+04 4.348349351170628466e-09 5.221459018345193398e-10 1.588776716192669865e-09
2.012800000000000000e+04 4.344325193264538088e-09 5.245646302924702233e-10 1.597010948420954958e-09
